,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,Assessment_Date,Age(days),device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
1335,Feature Phone,67586318,Nokia,225,2020-09-14,2021-07-26,2022-01-07,480,No,No,No,Good,14.35,Good
1336,Feature Phone,86659086,Samsung,6300,2018-08-21,2021-04-26,2022-01-05,1233,No,Yes,No,Poor,4.7,Poor
1337,Laptop,83525841,Lenovo,Ideapad,2014-07-06,2021-05-15,2022-01-22,2757,No,No,No,Good,15.35,Good
1338,Laptop,48972710,Dell,Vostro,2018-12-26,2021-07-14,2022-01-16,1117,No,Yes,No,Good,14.53,Good
1339,Feature Phone,30362567,Nokia,8000,2019-08-23,2021-01-05,2022-02-10,902,No,Yes,No,Average,8.53,Average
1340,Feature Phone,25143317,Samsung,6300,2019-11-07,2021-02-20,2022-01-11,796,No,Yes,No,Good,18.19,Good
1341,Feature Phone,43678983,Nokia,8000,2018-08-28,2021-04-02,2022-01-14,1235,No,No,Yes,Poor,1.96,Poor
1342,Smart Phone,80204138,Blackberry,Passport,2020-11-26,2021-05-21,2022-02-19,450,Yes,No,Yes,Poor,2.7,Poor
1343,Laptop,73188476,Dell,Vostro,2015-12-22,2021-04-23,2022-01-21,2222,No,Yes,No,Average,9.94,Average
1344,Feature Phone,30614574,Samsung,225,2015-04-07,2021-01-24,2022-02-13,2504,No,Yes,No,Average,6.58,Average
1345,Feature Phone,61097193,Samsung,225,2016-11-03,2021-04-06,2022-01-17,1901,No,Yes,Yes,Poor,3.71,Poor
1346,Laptop,47860933,Apple,ProBook,2018-02-03,2021-04-24,2022-02-04,1462,Yes,Yes,Yes,Poor,2.0,Poor
1347,Laptop,97741114,Apple,MacBook,2016-03-23,2021-07-23,2022-01-10,2119,Yes,Yes,Yes,Average,8.4,Average
1348,Smart Phone,99409456,OnePlus,OnePlus 6,2017-04-23,2021-05-30,2022-01-25,1738,No,Yes,No,Poor,2.4,Poor
1349,Feature Phone,12196326,Samsung,215,2016-10-06,2021-04-04,2022-02-13,1956,No,Yes,No,Average,10.48,Average
1350,Feature Phone,76118999,Nokia,125,2016-05-27,2021-04-14,2022-02-09,2084,No,No,No,Poor,1.6,Poor
1351,Smart Phone,90555695,Samsung,Galaxy A6,2019-10-01,2021-03-12,2022-02-05,858,No,No,No,Good,12.27,Good
1352,Feature Phone,42851479,Samsung,6300,2015-06-18,2021-06-25,2022-01-24,2412,No,Yes,No,Poor,3.82,Poor
1353,Smart Phone,03854716,Oppo,Neo,2014-08-10,2021-02-24,2022-01-15,2715,No,Yes,Yes,Poor,4.59,Poor
1354,Feature Phone,05176144,Nokia,8000,2015-09-23,2021-05-02,2022-01-21,2312,No,No,No,Good,15.5,Good
1355,Laptop,26969350,HP,Pavilion,2014-02-11,2021-07-17,2022-02-07,2918,No,Yes,Yes,Average,7.14,Average
1356,Laptop,01475371,Apple,ProBook,2017-06-14,2021-05-21,2022-01-13,1674,No,No,No,Poor,3.22,Poor
1357,Feature Phone,75629571,Samsung,8000,2017-01-09,2021-06-02,2022-01-31,1848,No,Yes,Yes,Poor,3.46,Poor
1358,Feature Phone,76908149,Nokia,5310,2016-12-05,2021-07-18,2022-01-08,1860,No,No,Yes,Average,7.68,Average
1359,Smart Phone,73086833,OnePlus,OnePlus 7,2014-09-04,2021-02-03,2022-02-09,2715,No,No,No,Good,15.7,Good
1360,Laptop,08267818,Apple,ProBook,2019-08-22,2021-01-03,2022-01-21,883,No,No,Yes,Good,13.75,Good
1361,Feature Phone,66804048,Samsung,225,2017-05-15,2021-07-21,2022-02-02,1724,No,No,Yes,Good,13.39,Good
1362,Laptop,01595727,Lenovo,Ideapad,2015-05-09,2021-01-15,2022-01-30,2458,No,No,No,Average,8.91,Average
1363,Laptop,97613541,HP,Probook,2015-12-21,2021-08-09,2022-01-03,2205,No,No,No,Poor,3.66,Poor
1364,Laptop,80019572,Lenovo,ThinkPad,2018-12-17,2021-05-16,2022-01-21,1131,No,Yes,No,Average,6.67,Average
1365,Laptop,34597293,HP,Pavilion,2017-08-30,2021-06-22,2022-02-09,1624,No,No,No,Good,13.19,Good
1366,Smart Phone,74916825,Blackberry,Aurora,2015-03-15,2021-05-20,2022-01-19,2502,No,No,No,Poor,1.18,Poor
1367,Smart Phone,45267772,Oppo,A11k,2015-07-06,2021-01-06,2022-02-05,2406,Yes,No,Yes,Poor,2.49,Poor
1368,Smart Phone,69433344,Samsung,Galaxy A8s,2019-11-03,2021-07-23,2022-02-16,836,No,No,Yes,Good,15.43,Good
1369,Feature Phone,11645115,Samsung,8000,2020-01-27,2021-05-31,2022-02-15,750,No,Yes,No,Good,12.88,Good
1370,Feature Phone,37196691,Nokia,6300,2015-07-16,2021-06-13,2022-01-24,2384,No,Yes,No,Average,7.41,Average
1371,Laptop,39274717,Apple,MacBook,2014-02-07,2021-02-03,2022-01-18,2902,No,Yes,No,Poor,3.6,Poor
1372,Laptop,54470743,Apple,MacBook,2017-01-19,2021-04-07,2022-01-31,1838,No,No,No,Average,10.76,Average
1373,Smart Phone,29180196,Oppo,A3s,2015-04-12,2021-05-14,2022-01-22,2477,No,Yes,No,Poor,3.39,Poor
1374,Smart Phone,06470005,Samsung,Galaxy A8s,2016-05-28,2021-07-03,2022-01-27,2070,No,No,No,Average,7.61,Average
1375,Smart Phone,91106896,Samsung,Galaxy S9,2016-10-22,2021-02-11,2022-02-12,1939,No,Yes,Yes,Average,9.8,Average
1376,Feature Phone,70220582,Samsung,8000,2018-09-12,2021-04-01,2022-02-09,1246,No,Yes,Yes,Good,15.26,Good
1377,Smart Phone,33632797,Blackberry,Passport,2016-05-06,2021-02-18,2022-01-06,2071,Yes,Yes,Yes,Good,19.8,Good
1378,Feature Phone,36340897,Samsung,6300,2019-06-12,2021-06-25,2022-01-04,937,No,Yes,No,Poor,1.87,Poor
1379,Laptop,15340733,Apple,MacBook,2019-08-12,2021-05-14,2022-02-04,907,No,No,No,Average,9.34,Average
1380,Feature Phone,10828571,Samsung,8000,2020-04-13,2021-03-15,2022-01-12,639,No,No,No,Poor,2.64,Poor
1381,Smart Phone,43540419,OnePlus,OnePlus 7pro,2014-02-09,2021-03-02,2022-02-18,2931,No,No,No,Good,19.29,Good
1382,Feature Phone,53764706,Samsung,8000,2020-06-15,2021-06-22,2022-02-04,599,No,No,No,Good,16.97,Good
1383,Laptop,88752501,HP,Pavilion,2017-07-30,2021-07-18,2022-02-20,1666,No,No,No,Average,10.5,Average
1384,Smart Phone,85521155,Oppo,A3s,2017-02-28,2021-05-11,2022-02-14,1812,No,No,Yes,Average,7.73,Average
1385,Laptop,04524380,Dell,Inspiron,2015-07-07,2021-02-09,2022-02-10,2410,No,Yes,No,Good,14.5,Good
1386,Smart Phone,23083080,Apple,Iphone 12,2018-09-23,2021-03-17,2022-01-29,1224,No,No,No,Poor,3.41,Poor
1387,Smart Phone,11932413,Samsung,Galaxy J7 duo,2020-08-08,2021-03-10,2022-01-06,516,Yes,No,Yes,Good,18.0,Good
1388,Feature Phone,72074497,Samsung,5310,2017-06-03,2021-08-03,2022-02-04,1707,Yes,No,Yes,Good,16.78,Good
1389,Smart Phone,84959683,Blackberry,Q10,2016-09-17,2021-05-31,2022-02-01,1963,Yes,Yes,Yes,Average,7.4,Average
1390,Smart Phone,73430957,Samsung,Galaxy A8s,2020-01-15,2021-02-21,2022-02-19,766,Yes,No,Yes,Poor,3.5,Poor
1391,Laptop,71203812,Dell,Vostro,2020-04-05,2021-05-15,2022-01-19,654,No,No,Yes,Good,18.78,Good
1392,Smart Phone,48854955,Oppo,Joy,2016-10-18,2021-06-17,2022-02-09,1940,No,No,No,Poor,1.87,Poor
1393,Laptop,57971957,Lenovo,ThinkPad,2014-07-05,2021-07-13,2022-02-09,2776,No,No,No,Poor,4.2,Poor
1394,Laptop,25198997,HP,Pavilion,2020-09-06,2021-04-11,2022-02-11,523,No,Yes,No,Average,10.79,Average
1395,Laptop,26894478,Dell,Vostro,2019-04-04,2021-01-09,2022-01-12,1014,No,Yes,No,Poor,3.72,Poor
1396,Smart Phone,61958210,OnePlus,OnePlus 7T,2017-08-12,2021-04-26,2022-01-26,1628,Yes,Yes,Yes,Average,6.0,Average
1397,Smart Phone,36827428,Samsung,Galaxy Note 9,2018-07-13,2021-04-19,2022-01-09,1276,Yes,Yes,Yes,Good,19.72,Good
1398,Smart Phone,11273592,Apple,Iphone 13,2014-03-24,2021-02-09,2022-02-10,2880,No,Yes,No,Poor,3.81,Poor
1399,Smart Phone,91154859,Oppo,Find 7,2018-11-05,2021-06-24,2022-01-25,1177,No,No,No,Poor,4.15,Poor
1400,Laptop,24713931,HP,EliteBook,2019-04-25,2021-02-02,2022-01-15,996,No,Yes,No,Good,18.12,Good
1401,Smart Phone,46595935,Oppo,Joy,2015-10-18,2021-06-08,2022-01-12,2278,No,Yes,No,Poor,3.31,Poor
1402,Feature Phone,59011071,Nokia,225,2014-06-22,2021-03-08,2022-01-08,2757,No,No,No,Poor,3.46,Poor
1403,Feature Phone,58918470,Nokia,215,2014-10-23,2021-06-08,2022-01-09,2635,Yes,No,Yes,Average,10.8,Average
1404,Smart Phone,54492653,Samsung,Galaxy J7 duo,2017-12-05,2021-01-08,2022-02-16,1534,Yes,No,Yes,Poor,3.98,Poor
1405,Smart Phone,33533841,Samsung,Galaxy A6,2014-03-10,2021-06-01,2022-01-15,2868,No,No,Yes,Poor,4.29,Poor
1406,Laptop,93924122,HP,EliteBook,2020-11-26,2021-03-19,2022-01-08,408,Yes,Yes,Yes,Poor,2.91,Poor
1407,Feature Phone,42830009,Nokia,6300,2016-07-27,2021-07-13,2022-01-31,2014,No,No,No,Average,6.4,Average
1408,Laptop,51539481,Dell,Inspiron,2014-08-05,2021-04-04,2022-02-17,2753,No,No,Yes,Poor,2.69,Poor
1409,Laptop,55187084,Lenovo,Ideapad,2015-03-01,2021-07-04,2022-02-17,2545,No,Yes,No,Good,14.33,Good
1410,Feature Phone,14529771,Samsung,5310,2016-12-22,2021-02-10,2022-01-07,1842,No,No,No,Good,16.96,Good
1411,Feature Phone,99120054,Samsung,5310,2018-03-11,2021-07-01,2022-02-08,1430,No,No,No,Average,9.72,Average
1412,Laptop,82072179,Apple,MacBook,2016-09-28,2021-06-23,2022-01-11,1931,Yes,No,Yes,Good,19.22,Good
1413,Feature Phone,92396517,Nokia,225,2020-07-13,2021-05-20,2022-01-08,544,No,Yes,No,Average,9.39,Average
1414,Laptop,97421528,HP,EliteBook,2015-07-03,2021-01-25,2022-02-08,2412,No,Yes,No,Average,8.68,Average
1415,Laptop,74126408,HP,Probook,2020-12-12,2021-01-10,2022-01-28,412,No,No,No,Poor,2.56,Poor
1416,Feature Phone,22268693,Samsung,125,2015-09-14,2021-07-15,2022-02-07,2338,No,Yes,Yes,Poor,4.82,Poor
1417,Feature Phone,13222567,Samsung,5310,2015-07-11,2021-01-23,2022-02-09,2405,Yes,Yes,Yes,Average,10.2,Average
1418,Feature Phone,97897262,Samsung,8000,2020-06-11,2021-05-25,2022-01-05,573,No,Yes,No,Poor,2.39,Poor
1419,Feature Phone,85243378,Nokia,225,2014-07-23,2021-04-20,2022-01-19,2737,No,Yes,No,Average,9.89,Average
1420,Smart Phone,78320000,Nokia,G50,2019-02-09,2021-04-22,2022-02-08,1095,Yes,Yes,Yes,Good,13.84,Good
1421,Laptop,19155036,Dell,Inspiron,2014-03-26,2021-06-14,2022-01-04,2841,No,No,No,Good,17.96,Good
1422,Feature Phone,17497619,Samsung,225,2019-07-04,2021-07-24,2022-01-25,936,No,Yes,No,Good,15.71,Good
1423,Feature Phone,76688560,Nokia,125,2017-09-08,2021-07-13,2022-01-03,1578,No,No,No,Poor,3.81,Poor
1424,Smart Phone,18387407,OnePlus,OnePlus 8,2015-03-27,2021-04-19,2022-01-04,2475,No,Yes,No,Poor,2.26,Poor
1425,Feature Phone,92365193,Samsung,6300,2020-07-21,2021-05-25,2022-01-07,535,No,No,No,Good,12.77,Good
1426,Feature Phone,64961262,Samsung,215,2019-09-13,2021-04-18,2022-01-10,850,No,Yes,No,Good,18.9,Good
1427,Smart Phone,82478827,Apple,Iphone 13,2020-02-25,2021-05-14,2022-01-20,695,No,No,No,Good,15.85,Good
1428,Laptop,04024996,Lenovo,ThinkPad,2014-07-05,2021-02-20,2022-01-08,2744,No,No,No,Good,15.72,Good
1429,Laptop,57952512,Apple,ProBook,2017-01-22,2021-05-12,2022-01-04,1808,No,Yes,Yes,Average,7.32,Average
1430,Feature Phone,08085276,Samsung,8000,2014-10-05,2021-04-13,2022-01-17,2661,No,No,Yes,Average,8.3,Average
1431,Feature Phone,63708431,Samsung,125,2020-06-11,2021-01-19,2022-01-27,595,No,No,No,Average,9.99,Average
1432,Laptop,71833088,Lenovo,Ideapad,2020-06-18,2021-07-11,2022-02-16,608,No,Yes,Yes,Good,15.8,Good
1433,Smart Phone,40234175,Apple,Iphone 12,2020-04-03,2021-01-07,2022-02-11,679,No,Yes,No,Good,16.2,Good
1434,Smart Phone,39085214,Nokia,G300,2016-11-05,2021-02-12,2022-01-11,1893,No,No,No,Good,17.1,Good
1435,Smart Phone,34309216,Apple,Iphone 5,2020-04-28,2021-02-18,2022-02-21,664,No,No,No,Poor,2.41,Poor
1436,Smart Phone,85261310,Samsung,Galaxy Note 9,2016-02-05,2021-05-24,2022-01-12,2168,No,Yes,No,Average,9.7,Average
1437,Laptop,66291381,Lenovo,ThinkPad,2015-03-03,2021-02-08,2022-01-13,2508,No,No,Yes,Poor,3.49,Poor
1438,Laptop,41322802,Apple,MacBook,2020-11-17,2021-08-01,2022-02-20,460,No,Yes,Yes,Good,17.43,Good
1439,Feature Phone,12817900,Samsung,225,2018-09-06,2021-01-21,2022-02-14,1257,No,Yes,No,Good,19.96,Good
1440,Feature Phone,20947934,Samsung,225,2018-07-04,2021-01-14,2022-01-21,1297,Yes,No,Yes,Poor,3.4,Poor
1441,Laptop,89097649,Dell,Vostro,2018-09-16,2021-01-06,2022-02-08,1241,Yes,Yes,Yes,Average,6.64,Average
1442,Smart Phone,84976062,Blackberry,Torch,2020-07-27,2021-03-30,2022-01-06,528,No,Yes,No,Poor,4.83,Poor
1443,Laptop,34195352,HP,Pavilion,2014-02-13,2021-06-13,2022-01-31,2909,No,Yes,No,Good,19.84,Good
1444,Smart Phone,35595854,Apple,Iphone X,2015-03-14,2021-01-19,2022-01-20,2504,No,Yes,No,Poor,4.61,Poor
1445,Feature Phone,52801389,Nokia,225,2014-03-30,2021-05-26,2022-02-09,2873,No,Yes,No,Average,8.9,Average
1446,Laptop,02608549,Dell,Vostro,2020-02-02,2021-06-24,2022-02-20,749,No,Yes,Yes,Good,13.95,Good
1447,Feature Phone,61402294,Samsung,5310,2016-04-28,2021-04-22,2022-01-28,2101,No,Yes,No,Good,17.52,Good
1448,Smart Phone,39521750,Apple,Iphone 8,2019-06-21,2021-01-23,2022-01-16,940,Yes,No,Yes,Average,7.73,Average
1449,Laptop,47663350,HP,Pavilion,2014-05-19,2021-01-20,2022-02-05,2819,Yes,Yes,Yes,Poor,2.94,Poor
1450,Smart Phone,75445232,OnePlus,OnePlus 7,2020-02-09,2021-06-24,2022-01-10,701,Yes,No,Yes,Poor,2.75,Poor
1451,Smart Phone,03623510,Oppo,Find 7,2016-07-24,2021-01-25,2022-02-05,2022,No,Yes,No,Poor,4.9,Poor
1452,Feature Phone,77553225,Samsung,5310,2015-07-12,2021-07-23,2022-02-06,2401,No,Yes,No,Good,15.78,Good
1453,Feature Phone,41059425,Nokia,5310,2017-09-11,2021-05-04,2022-02-05,1608,Yes,Yes,Yes,Poor,2.25,Poor
1454,Feature Phone,95775470,Samsung,5310,2018-01-07,2021-06-06,2022-01-20,1474,Yes,No,Yes,Poor,3.52,Poor
1455,Smart Phone,24511889,Nokia,X20,2018-02-25,2021-01-06,2022-02-18,1454,No,No,No,Poor,1.24,Poor
1456,Feature Phone,60789778,Samsung,215,2020-05-28,2021-07-02,2022-02-16,629,No,No,Yes,Poor,2.17,Poor
1457,Smart Phone,16014824,OnePlus,OnePlus 7T,2014-09-09,2021-03-09,2022-02-02,2703,Yes,Yes,Yes,Good,14.72,Good
1458,Laptop,49854534,Dell,Vostro,2019-02-04,2021-05-30,2022-02-19,1111,No,Yes,No,Poor,1.26,Poor
1459,Laptop,56842531,Lenovo,ThinkPad,2014-09-07,2021-01-01,2022-01-27,2699,No,No,No,Average,6.64,Average
1460,Smart Phone,84752710,Oppo,A3s,2018-01-15,2021-03-13,2022-01-28,1474,No,Yes,Yes,Poor,2.28,Poor
1461,Laptop,63380743,Dell,Inspiron,2018-05-31,2021-02-23,2022-01-24,1334,No,No,No,Average,6.0,Average
1462,Feature Phone,68018306,Nokia,8000,2019-07-27,2021-06-11,2022-02-12,931,No,No,No,Average,8.24,Average
1463,Feature Phone,62274050,Samsung,5310,2017-10-14,2021-04-27,2022-01-23,1562,No,Yes,No,Average,10.22,Average
1464,Laptop,11646839,HP,Pavilion,2020-06-08,2021-07-12,2022-02-14,616,No,No,No,Average,8.8,Average
1465,Smart Phone,96810255,Blackberry,Aurora,2017-09-21,2021-07-29,2022-01-19,1581,Yes,Yes,Yes,Average,8.31,Average
1466,Smart Phone,59699224,Nokia,T20,2017-11-04,2021-02-13,2022-01-31,1549,No,No,No,Average,9.21,Average
1467,Smart Phone,84573094,Apple,Iphone 7,2018-06-01,2021-08-09,2022-01-10,1319,No,Yes,No,Good,14.61,Good
1468,Smart Phone,26020044,OnePlus,OnePlus nord,2019-05-27,2021-02-27,2022-02-05,985,No,No,Yes,Average,10.52,Average
1469,Feature Phone,85059009,Nokia,8000,2020-04-11,2021-05-07,2022-01-09,638,No,No,No,Average,6.33,Average
1470,Smart Phone,29634002,Oppo,A52,2017-12-15,2021-07-17,2022-02-13,1521,No,Yes,No,Poor,1.51,Poor
1471,Smart Phone,85186705,Nokia,T20,2017-01-23,2021-06-05,2022-02-13,1847,No,No,No,Poor,4.5,Poor
1472,Smart Phone,14343544,Apple,Iphone XR,2019-05-23,2021-06-28,2022-02-18,1002,No,Yes,No,Poor,1.46,Poor
1473,Feature Phone,67895946,Samsung,6300,2016-11-02,2021-01-04,2022-01-13,1898,Yes,No,Yes,Good,18.14,Good
1474,Feature Phone,94533903,Samsung,5310,2020-09-28,2021-03-28,2022-02-08,498,No,No,Yes,Good,15.56,Good
1475,Feature Phone,68094485,Nokia,8000,2014-09-16,2021-06-17,2022-01-10,2673,No,No,Yes,Good,12.37,Good
1476,Feature Phone,21474736,Nokia,6300,2015-07-02,2021-01-19,2022-01-02,2376,No,Yes,No,Average,6.3,Average
1477,Laptop,91725974,Dell,Vostro,2019-06-23,2021-03-30,2022-01-06,928,No,Yes,No,Poor,3.0,Poor
1478,Feature Phone,59585909,Samsung,215,2016-05-28,2021-02-05,2022-01-06,2049,No,No,No,Good,14.25,Good
1479,Laptop,63565010,Lenovo,ThinkPad,2016-06-02,2021-01-30,2022-01-05,2043,No,Yes,Yes,Average,6.13,Average
1480,Smart Phone,66890355,Blackberry,Passport,2019-11-27,2021-04-18,2022-01-17,782,Yes,Yes,Yes,Poor,3.84,Poor
1481,Feature Phone,65558065,Samsung,225,2017-04-17,2021-04-22,2022-02-06,1756,No,No,No,Good,16.73,Good
1482,Smart Phone,05165438,Oppo,A3s,2015-06-18,2021-05-13,2022-01-13,2401,No,Yes,No,Average,10.44,Average
1483,Smart Phone,39741783,OnePlus,OnePlus 6,2015-09-13,2021-03-20,2022-02-02,2334,No,Yes,Yes,Good,19.42,Good
1484,Smart Phone,27004098,OnePlus,OnePlus 8,2019-10-21,2021-07-04,2022-01-09,811,No,Yes,No,Average,7.12,Average
1485,Laptop,20013127,HP,Probook,2019-04-28,2021-06-21,2022-01-03,981,Yes,No,Yes,Good,13.67,Good
1486,Laptop,71616162,HP,Probook,2020-09-23,2021-04-10,2022-01-10,474,No,Yes,No,Good,15.87,Good
1487,Laptop,59817246,Apple,ProBook,2019-06-05,2021-04-25,2022-02-13,984,No,No,Yes,Average,8.6,Average
1488,Smart Phone,33447322,Apple,Iphone XS,2016-06-01,2021-01-17,2022-02-08,2078,No,Yes,No,Average,8.69,Average
1489,Laptop,92809529,Lenovo,Ideapad,2019-09-15,2021-04-10,2022-01-11,849,Yes,Yes,Yes,Average,7.95,Average
1490,Feature Phone,12112951,Samsung,5310,2018-04-21,2021-03-03,2022-02-15,1396,No,Yes,Yes,Poor,4.4,Poor
1491,Smart Phone,95178172,Apple,Iphone XR,2019-03-12,2021-07-06,2022-01-09,1034,No,No,No,Good,15.3,Good
1492,Feature Phone,36484676,Samsung,6300,2015-02-15,2021-05-28,2022-02-19,2561,No,No,Yes,Average,6.82,Average
1493,Feature Phone,60660084,Samsung,225,2017-04-23,2021-07-16,2022-02-13,1757,Yes,No,Yes,Average,6.44,Average
1494,Laptop,21736452,Apple,MacBook,2019-02-25,2021-03-11,2022-01-14,1054,No,No,No,Poor,2.51,Poor
1495,Feature Phone,86582810,Nokia,125,2014-06-02,2021-06-30,2022-01-24,2793,No,No,No,Poor,4.65,Poor
1496,Laptop,11186700,Apple,ProBook,2020-08-08,2021-07-03,2022-01-07,517,Yes,No,Yes,Average,6.79,Average
1497,Feature Phone,39253620,Nokia,125,2020-11-30,2021-01-25,2022-01-04,400,No,Yes,No,Good,19.8,Good
1498,Feature Phone,03121023,Samsung,8000,2016-07-05,2021-07-23,2022-01-12,2017,No,No,Yes,Average,10.1,Average
1499,Laptop,79997362,Apple,MacBook,2019-10-05,2021-01-01,2022-01-23,841,No,Yes,No,Good,15.91,Good
1500,Feature Phone,46843111,Samsung,8000,2016-03-24,2021-05-28,2022-01-24,2132,No,Yes,No,Good,14.85,Good
1501,Feature Phone,10659878,Nokia,6300,2014-06-28,2021-03-09,2022-01-20,2763,Yes,Yes,Yes,Good,16.6,Good
1502,Smart Phone,76302053,Nokia,X100,2015-05-24,2021-04-04,2022-01-09,2422,No,Yes,No,Poor,1.11,Poor
1503,Laptop,79251181,Dell,Vostro,2020-04-25,2021-05-15,2022-01-12,627,No,Yes,Yes,Good,19.21,Good
1504,Feature Phone,21145377,Samsung,215,2015-05-04,2021-08-06,2022-02-12,2476,No,No,Yes,Good,17.56,Good
1505,Feature Phone,02872988,Samsung,8000,2017-08-04,2021-06-08,2022-01-01,1611,No,Yes,No,Good,14.65,Good
1506,Feature Phone,56315967,Samsung,225,2015-09-06,2021-01-20,2022-01-27,2335,No,Yes,Yes,Good,18.96,Good
1507,Smart Phone,84908384,Nokia,X100,2016-02-02,2021-05-18,2022-02-10,2200,No,Yes,Yes,Average,10.4,Average
1508,Feature Phone,63049329,Nokia,5310,2019-05-19,2021-04-13,2022-01-29,986,No,No,No,Average,9.32,Average
1509,Laptop,95420547,Dell,Vostro,2020-03-22,2021-04-12,2022-02-16,696,No,No,No,Good,15.45,Good
1510,Smart Phone,71870854,Apple,Iphone XR,2018-03-28,2021-02-04,2022-01-03,1377,No,No,No,Poor,2.6,Poor
1511,Laptop,19828794,Dell,Inspiron,2016-11-28,2021-04-07,2022-02-04,1894,No,No,No,Poor,2.14,Poor
1512,Smart Phone,16209145,Nokia,X20,2018-03-22,2021-03-10,2022-02-13,1424,No,No,Yes,Good,13.37,Good
1513,Feature Phone,48215077,Samsung,5310,2018-03-25,2021-07-01,2022-02-08,1416,No,Yes,No,Average,10.72,Average
1514,Feature Phone,65536155,Samsung,8000,2020-04-05,2021-03-18,2022-02-07,673,No,Yes,Yes,Good,13.28,Good
1515,Laptop,01777338,HP,Pavilion,2015-02-12,2021-01-29,2022-02-01,2546,Yes,Yes,Yes,Good,15.65,Good
1516,Feature Phone,45044106,Nokia,8000,2014-04-21,2021-03-04,2022-01-30,2841,No,Yes,Yes,Poor,2.85,Poor
1517,Feature Phone,70199956,Nokia,215,2018-04-02,2021-03-28,2022-02-21,1421,No,No,No,Poor,3.29,Poor
1518,Feature Phone,81374809,Nokia,215,2018-10-26,2021-06-25,2022-01-22,1184,Yes,No,Yes,Poor,4.53,Poor
1519,Smart Phone,05566617,Nokia,T20,2015-04-26,2021-07-15,2022-02-15,2487,Yes,Yes,Yes,Average,7.64,Average
1520,Feature Phone,64188768,Samsung,5310,2014-09-13,2021-01-20,2022-01-21,2687,No,Yes,Yes,Good,17.57,Good
1521,Feature Phone,56554250,Samsung,8000,2014-12-02,2021-03-23,2022-02-06,2623,No,No,Yes,Average,9.93,Average
1522,Smart Phone,65072677,OnePlus,OnePlus nord,2018-01-20,2021-04-13,2022-01-04,1445,Yes,No,Yes,Average,8.21,Average
1523,Feature Phone,20091019,Samsung,125,2015-10-27,2021-02-12,2022-01-22,2279,No,No,No,Average,7.28,Average
1524,Feature Phone,37641788,Nokia,225,2020-11-04,2021-07-05,2022-01-23,445,Yes,Yes,Yes,Average,7.56,Average
1525,Laptop,04172642,HP,EliteBook,2015-04-23,2021-07-05,2022-02-11,2486,Yes,No,Yes,Average,8.19,Average
1526,Laptop,72201596,Dell,Inspiron,2020-09-20,2021-04-23,2022-01-24,491,Yes,Yes,Yes,Poor,3.85,Poor
1527,Smart Phone,30466784,Nokia,X100,2014-08-29,2021-04-06,2022-01-23,2704,No,No,No,Average,10.45,Average
1528,Smart Phone,34776858,Oppo,N1,2018-01-28,2021-03-08,2022-01-19,1452,No,No,Yes,Poor,1.69,Poor
1529,Laptop,28935117,Dell,Inspiron,2014-05-05,2021-07-10,2022-01-26,2823,Yes,No,Yes,Poor,1.97,Poor
1530,Laptop,85534285,Apple,ProBook,2014-10-15,2021-05-16,2022-01-27,2661,No,Yes,Yes,Good,15.46,Good
1531,Feature Phone,31380478,Samsung,5310,2014-07-06,2021-04-26,2022-01-15,2750,Yes,Yes,Yes,Good,13.3,Good
1532,Laptop,92058378,HP,EliteBook,2017-06-04,2021-03-04,2022-02-07,1709,Yes,No,Yes,Poor,2.81,Poor
1533,Laptop,74829064,Lenovo,Ideapad,2014-12-15,2021-06-05,2022-02-09,2613,No,Yes,Yes,Poor,4.39,Poor
1534,Smart Phone,59790730,OnePlus,OnePlus 8,2016-12-02,2021-01-08,2022-02-17,1903,No,No,No,Good,15.45,Good
1535,Feature Phone,78630598,Samsung,6300,2017-09-16,2021-05-07,2022-01-01,1568,No,No,Yes,Good,16.32,Good
1536,Laptop,49190649,Lenovo,ThinkPad,2020-07-10,2021-04-13,2022-02-03,573,No,No,No,Good,14.4,Good
1537,Laptop,52826009,Lenovo,Ideapad,2014-01-02,2021-05-29,2022-02-04,2955,Yes,Yes,Yes,Average,8.98,Average
1538,Feature Phone,43743100,Nokia,8000,2015-08-16,2021-07-25,2022-02-01,2361,No,No,Yes,Good,15.56,Good
1539,Smart Phone,16963900,Oppo,A3s,2017-09-19,2021-04-04,2022-01-18,1582,No,No,No,Poor,4.56,Poor
1540,Feature Phone,26656571,Nokia,6300,2014-03-15,2021-06-23,2022-01-27,2875,No,No,No,Good,13.12,Good
1541,Feature Phone,56388152,Samsung,6300,2015-03-01,2021-02-21,2022-01-06,2503,No,Yes,Yes,Average,6.73,Average
1542,Laptop,72080900,Dell,Vostro,2018-05-25,2021-06-08,2022-02-16,1363,No,Yes,Yes,Good,16.82,Good
1543,Smart Phone,09986985,Apple,Iphone 12,2017-06-28,2021-04-21,2022-01-22,1669,Yes,No,Yes,Average,10.91,Average
1544,Laptop,21953743,Dell,Inspiron,2020-07-20,2021-01-08,2022-01-12,541,No,Yes,Yes,Poor,1.23,Poor
1545,Feature Phone,99745974,Samsung,215,2017-08-09,2021-07-05,2022-01-14,1619,No,No,No,Average,10.56,Average
1546,Feature Phone,22024954,Samsung,225,2017-09-15,2021-04-22,2022-01-06,1574,No,No,No,Average,7.7,Average
