,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,Assessment_Date,Age,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
851,Laptop,70125894,HP,Probook,2018-10-14,2021-01-13,2022-02-18,1223 days,No,Yes,Yes,Poor,3.33,Poor
852,Laptop,86965873,Lenovo,ThinkPad,2015-10-18,2021-06-03,2022-02-18,2315 days,No,No,No,Poor,2.55,Poor
853,Smart Phone,14883088,OnePlus,OnePlus 9R,2017-07-05,2021-02-09,2022-02-18,1689 days,Yes,No,Yes,Average,7.2,Average
854,Smart Phone,83534881,Apple,Iphone 7,2019-08-01,2021-04-28,2022-02-18,932 days,Yes,Yes,Yes,Good,19.14,Good
855,Smart Phone,93116718,Apple,Iphone 11,2015-05-24,2021-06-10,2022-02-18,2462 days,Yes,Yes,Yes,Good,12.54,Good
856,Feature Phone,91370303,Samsung,8000,2016-02-11,2021-08-07,2022-02-18,2199 days,No,Yes,No,Poor,1.31,Poor
857,Feature Phone,49503791,Samsung,125,2016-06-14,2021-05-01,2022-02-18,2075 days,No,No,No,Good,18.81,Good
858,Laptop,52307195,Apple,ProBook,2014-12-17,2021-06-11,2022-02-18,2620 days,No,No,No,Good,19.9,Good
859,Laptop,20773267,Apple,MacBook,2016-12-13,2021-07-20,2022-02-18,1893 days,No,No,No,Poor,4.89,Poor
860,Smart Phone,24808491,Oppo,Joy,2020-04-24,2021-02-13,2022-02-18,665 days,No,Yes,No,Poor,1.85,Poor
861,Smart Phone,35488774,Nokia,G300,2014-08-18,2021-06-22,2022-02-18,2741 days,No,No,No,Average,6.27,Average
862,Smart Phone,30308770,Blackberry,Torch,2016-05-02,2021-01-13,2022-02-18,2118 days,No,No,No,Good,18.53,Good
863,Smart Phone,12717972,OnePlus,OnePlus 6T,2020-08-21,2021-08-03,2022-02-18,546 days,Yes,No,Yes,Poor,2.87,Poor
864,Smart Phone,02238098,OnePlus,OnePlus 8,2017-04-01,2021-06-02,2022-02-18,1784 days,Yes,Yes,Yes,Average,8.67,Average
865,Feature Phone,97369677,Nokia,6300,2017-05-04,2021-02-19,2022-02-18,1751 days,Yes,Yes,Yes,Average,6.58,Average
866,Laptop,95231372,Apple,MacBook,2019-08-05,2021-07-25,2022-02-18,928 days,No,Yes,No,Poor,1.6,Poor
867,Smart Phone,35348917,Oppo,R1,2014-10-29,2021-01-31,2022-02-18,2669 days,No,Yes,No,Good,17.93,Good
868,Feature Phone,64240862,Samsung,225,2014-08-29,2021-04-15,2022-02-18,2730 days,No,No,No,Poor,2.69,Poor
869,Feature Phone,97064534,Nokia,6300,2017-11-26,2021-03-25,2022-02-18,1545 days,No,Yes,Yes,Average,9.93,Average
870,Smart Phone,64450698,Nokia,XR20,2014-08-07,2021-07-11,2022-02-18,2752 days,No,Yes,No,Good,18.1,Good
871,Feature Phone,47107809,Nokia,6300,2017-02-09,2021-01-17,2022-02-18,1835 days,No,No,Yes,Good,14.5,Good
872,Smart Phone,08112422,Oppo,A11k,2019-02-21,2021-05-06,2022-02-18,1093 days,Yes,No,Yes,Average,8.39,Average
873,Feature Phone,72970454,Nokia,8000,2014-07-17,2021-06-25,2022-02-18,2773 days,No,No,No,Average,9.28,Average
874,Feature Phone,46052025,Samsung,225,2017-06-17,2021-06-27,2022-02-18,1707 days,No,Yes,No,Poor,4.34,Poor
875,Smart Phone,21067310,OnePlus,OnePlus 7pro,2019-04-17,2021-03-02,2022-02-18,1038 days,No,Yes,Yes,Average,9.28,Average
876,Laptop,91972347,Lenovo,Ideapad,2016-04-15,2021-03-10,2022-02-18,2135 days,Yes,Yes,Yes,Average,9.36,Average
877,Smart Phone,76603419,OnePlus,OnePlus nord,2020-09-07,2021-07-10,2022-02-18,529 days,No,Yes,Yes,Average,7.47,Average
878,Laptop,73105961,HP,EliteBook,2019-08-18,2021-03-27,2022-02-18,915 days,No,No,No,Good,14.2,Good
879,Smart Phone,28196549,Apple,Iphone 5,2016-05-09,2021-01-22,2022-02-18,2111 days,No,No,No,Poor,1.42,Poor
880,Smart Phone,28963509,OnePlus,OnePlus 7T,2015-05-20,2021-06-12,2022-02-18,2466 days,No,No,Yes,Poor,3.25,Poor
881,Feature Phone,87209013,Samsung,8000,2018-07-24,2021-08-01,2022-02-18,1305 days,Yes,Yes,Yes,Average,7.58,Average
882,Laptop,97373407,Dell,Inspiron,2018-03-01,2021-06-25,2022-02-18,1450 days,Yes,Yes,Yes,Average,6.82,Average
883,Laptop,94685411,HP,EliteBook,2016-11-02,2021-02-27,2022-02-18,1934 days,No,Yes,No,Poor,1.59,Poor
884,Laptop,38768101,HP,Probook,2015-01-24,2021-06-26,2022-02-18,2582 days,No,No,Yes,Average,9.58,Average
885,Laptop,72308028,Lenovo,ThinkPad,2016-12-06,2021-03-29,2022-02-18,1900 days,Yes,No,Yes,Poor,4.92,Poor
886,Smart Phone,75834715,Blackberry,Curve,2014-06-27,2021-07-16,2022-02-18,2793 days,No,Yes,No,Average,9.46,Average
887,Laptop,20500191,Lenovo,ThinkPad,2016-09-09,2021-01-31,2022-02-18,1988 days,No,Yes,No,Poor,3.74,Poor
888,Laptop,41531990,Lenovo,ThinkPad,2018-11-19,2021-07-14,2022-02-18,1187 days,No,Yes,Yes,Good,11.8,Good
889,Laptop,79613972,Apple,MacBook,2017-10-18,2021-07-08,2022-02-18,1584 days,No,No,No,Good,18.12,Good
890,Laptop,52751332,HP,EliteBook,2019-02-27,2021-06-13,2022-02-18,1087 days,No,No,Yes,Average,6.21,Average
891,Feature Phone,22799883,Nokia,125,2015-11-09,2021-05-16,2022-02-18,2293 days,Yes,Yes,Yes,Poor,1.83,Poor
892,Smart Phone,14699948,OnePlus,OnePlus 9R,2020-09-08,2021-04-23,2022-02-18,528 days,No,Yes,Yes,Average,8.12,Average
893,Feature Phone,85125728,Samsung,125,2018-01-18,2021-01-12,2022-02-18,1492 days,Yes,Yes,Yes,Poor,4.25,Poor
894,Feature Phone,70806779,Nokia,125,2020-09-15,2021-04-07,2022-02-18,521 days,No,Yes,No,Poor,2.47,Poor
895,Feature Phone,79570527,Samsung,225,2019-04-13,2021-05-22,2022-02-18,1042 days,Yes,Yes,Yes,Average,9.82,Average
896,Feature Phone,82277727,Samsung,215,2017-06-23,2021-05-07,2022-02-18,1701 days,No,Yes,No,Good,16.71,Good
897,Feature Phone,51339258,Nokia,225,2014-01-30,2021-01-25,2022-02-18,2941 days,No,Yes,No,Average,8.7,Average
898,Smart Phone,60744043,OnePlus,OnePlus 7T,2020-02-28,2021-03-27,2022-02-18,721 days,Yes,No,Yes,Average,8.22,Average
899,Smart Phone,63849400,Apple,Iphone X,2015-06-11,2021-01-10,2022-02-18,2444 days,No,No,No,Good,18.6,Good
900,Feature Phone,18816693,Nokia,225,2018-03-27,2021-03-24,2022-02-18,1424 days,No,No,Yes,Average,8.72,Average
901,Feature Phone,16579415,Samsung,6300,2019-06-28,2021-07-10,2022-02-18,966 days,Yes,Yes,Yes,Average,7.22,Average
902,Feature Phone,29436415,Samsung,8000,2018-05-11,2021-05-23,2022-02-18,1379 days,No,No,No,Poor,1.52,Poor
903,Smart Phone,05324361,Nokia,X10,2015-02-18,2021-02-23,2022-02-18,2557 days,Yes,Yes,Yes,Good,11.38,Good
904,Smart Phone,27838754,Oppo,A52,2019-02-16,2021-05-25,2022-02-18,1098 days,Yes,Yes,Yes,Poor,2.21,Poor
905,Smart Phone,35756859,OnePlus,OnePlus nord,2020-07-09,2021-07-22,2022-02-18,589 days,No,Yes,No,Average,7.35,Average
906,Smart Phone,33313597,Samsung,Galaxy S9,2019-09-23,2021-05-06,2022-02-18,879 days,No,Yes,No,Poor,3.39,Poor
907,Smart Phone,47373280,Apple,Iphone XS,2017-02-05,2021-05-14,2022-02-18,1839 days,No,No,Yes,Poor,4.29,Poor
908,Laptop,67461424,Apple,ProBook,2016-11-18,2021-05-24,2022-02-18,1918 days,Yes,No,Yes,Average,8.44,Average
909,Laptop,25583267,Lenovo,ThinkPad,2017-04-09,2021-03-16,2022-02-18,1776 days,No,Yes,No,Average,7.64,Average
910,Smart Phone,03226698,OnePlus,OnePlus 7T,2016-03-23,2021-02-11,2022-02-18,2158 days,Yes,Yes,Yes,Poor,3.89,Poor
911,Laptop,88562582,HP,Pavilion,2018-02-17,2021-05-28,2022-02-18,1462 days,No,No,No,Average,6.46,Average
912,Feature Phone,64394657,Samsung,125,2014-11-19,2021-05-12,2022-02-18,2648 days,No,Yes,Yes,Good,15.1,Good
913,Feature Phone,77572110,Nokia,215,2016-07-14,2021-06-25,2022-02-18,2045 days,No,Yes,No,Average,9.6,Average
914,Feature Phone,21211065,Nokia,8000,2019-09-17,2021-01-31,2022-02-18,885 days,No,No,Yes,Good,16.79,Good
915,Laptop,95946696,Lenovo,ThinkPad,2015-10-29,2021-07-02,2022-02-18,2304 days,No,No,Yes,Good,13.3,Good
916,Laptop,12316403,Lenovo,ThinkPad,2014-09-21,2021-03-14,2022-02-18,2707 days,No,No,No,Good,16.57,Good
917,Smart Phone,06948726,Blackberry,Curve,2018-11-24,2021-05-25,2022-02-18,1182 days,No,Yes,No,Good,18.69,Good
918,Smart Phone,15914729,Apple,Iphone 5S,2020-11-18,2021-03-25,2022-02-18,457 days,Yes,Yes,Yes,Poor,4.44,Poor
919,Laptop,39239112,Dell,Vostro,2018-09-28,2021-08-08,2022-02-18,1239 days,No,No,Yes,Poor,2.88,Poor
920,Smart Phone,63317732,Blackberry,Passport,2017-10-28,2021-02-23,2022-02-18,1574 days,No,No,Yes,Average,7.19,Average
921,Laptop,41906491,Dell,Inspiron,2014-03-26,2021-01-10,2022-02-18,2886 days,No,Yes,Yes,Average,7.6,Average
922,Laptop,58109786,Dell,Inspiron,2019-08-21,2021-03-27,2022-02-18,912 days,No,Yes,No,Average,9.28,Average
923,Laptop,20178819,HP,Probook,2014-05-16,2021-07-22,2022-02-18,2835 days,No,Yes,No,Average,9.1,Average
924,Smart Phone,62738033,Nokia,T20,2019-10-26,2021-08-05,2022-02-18,846 days,No,Yes,Yes,Good,11.53,Good
925,Feature Phone,00659307,Nokia,225,2016-11-05,2021-02-24,2022-02-18,1931 days,No,Yes,No,Good,11.98,Good
926,Feature Phone,15137364,Nokia,215,2015-12-14,2021-04-30,2022-02-18,2258 days,No,No,No,Poor,4.5,Poor
927,Feature Phone,72228142,Nokia,6300,2016-01-15,2021-05-29,2022-02-18,2226 days,No,No,Yes,Average,7.19,Average
928,Laptop,69216299,Lenovo,ThinkPad,2015-05-07,2021-05-22,2022-02-18,2479 days,No,No,No,Average,6.99,Average
929,Feature Phone,85859975,Nokia,6300,2016-05-22,2021-04-21,2022-02-18,2098 days,No,Yes,No,Average,6.86,Average
930,Laptop,32678130,Apple,ProBook,2018-12-13,2021-03-21,2022-02-18,1163 days,Yes,No,Yes,Average,9.4,Average
931,Feature Phone,01202069,Nokia,215,2018-10-02,2021-04-04,2022-02-18,1235 days,No,No,No,Average,9.97,Average
932,Feature Phone,54117570,Nokia,125,2020-08-17,2021-07-23,2022-02-18,550 days,No,Yes,No,Good,12.54,Good
933,Laptop,97583462,Lenovo,Ideapad,2016-07-19,2021-04-27,2022-02-18,2040 days,No,No,No,Average,9.64,Average
934,Laptop,41312216,Dell,Vostro,2015-07-24,2021-01-30,2022-02-18,2401 days,No,Yes,No,Poor,4.6,Poor
935,Laptop,78560338,Dell,Inspiron,2015-12-19,2021-01-02,2022-02-18,2253 days,No,Yes,Yes,Poor,2.88,Poor
936,Laptop,93092920,Dell,Inspiron,2014-01-06,2021-01-20,2022-02-18,2965 days,Yes,Yes,Yes,Poor,4.19,Poor
937,Feature Phone,25843903,Samsung,5310,2017-02-01,2021-04-10,2022-02-18,1843 days,No,Yes,No,Good,17.67,Good
938,Laptop,01649857,Lenovo,ThinkPad,2015-09-18,2021-04-12,2022-02-18,2345 days,No,Yes,Yes,Poor,2.99,Poor
939,Smart Phone,84535139,OnePlus,OnePlus 6T,2018-07-01,2021-06-20,2022-02-18,1328 days,Yes,Yes,Yes,Average,9.58,Average
940,Laptop,49910704,Apple,MacBook,2019-01-28,2021-04-21,2022-02-18,1117 days,Yes,Yes,Yes,Good,11.7,Good
941,Smart Phone,62787642,Apple,Iphone 8,2014-02-14,2021-07-13,2022-02-18,2926 days,No,Yes,Yes,Average,6.83,Average
942,Feature Phone,26849645,Nokia,125,2019-03-18,2021-04-09,2022-02-18,1068 days,No,No,Yes,Good,12.3,Good
943,Smart Phone,02281605,OnePlus,OnePlus nord,2016-10-22,2021-01-26,2022-02-18,1945 days,Yes,No,Yes,Poor,3.68,Poor
944,Smart Phone,34125922,Nokia,X10,2015-08-01,2021-01-25,2022-02-18,2393 days,No,No,No,Good,18.11,Good
945,Feature Phone,16451605,Nokia,6300,2017-02-02,2021-01-27,2022-02-18,1842 days,No,Yes,No,Average,7.58,Average
946,Smart Phone,43645848,Oppo,R1,2016-09-09,2021-06-28,2022-02-18,1988 days,No,Yes,No,Poor,2.58,Poor
947,Smart Phone,54415553,Apple,Iphone 5S,2016-01-31,2021-01-27,2022-02-18,2210 days,No,No,No,Good,11.12,Good
948,Laptop,90941870,HP,Probook,2015-07-17,2021-08-04,2022-02-18,2408 days,No,No,No,Poor,4.43,Poor
949,Smart Phone,36183647,Blackberry,Q5,2019-07-30,2021-05-20,2022-02-18,934 days,No,Yes,No,Poor,4.3,Poor
950,Feature Phone,39303042,Nokia,8000,2016-08-02,2021-02-21,2022-02-18,2026 days,No,Yes,No,Average,7.15,Average
951,Feature Phone,49763034,Nokia,8000,2015-11-22,2021-06-12,2022-02-18,2280 days,Yes,Yes,Yes,Average,9.3,Average
952,Laptop,71894911,Lenovo,Ideapad,2016-11-04,2021-04-05,2022-02-18,1932 days,No,Yes,No,Poor,4.76,Poor
953,Smart Phone,66007333,Samsung,Galaxy Note 9,2020-02-20,2021-07-18,2022-02-18,729 days,No,No,No,Good,17.59,Good
954,Feature Phone,31821063,Nokia,5310,2017-12-02,2021-03-19,2022-02-18,1539 days,No,No,Yes,Poor,2.37,Poor
955,Feature Phone,66299080,Nokia,6300,2015-09-01,2021-05-22,2022-02-18,2362 days,Yes,No,Yes,Poor,3.87,Poor
956,Smart Phone,57260785,Samsung,Galaxy J7 duo,2014-01-09,2021-05-17,2022-02-18,2962 days,No,Yes,No,Good,11.44,Good
957,Laptop,06420338,Lenovo,Ideapad,2020-10-21,2021-03-29,2022-02-18,485 days,Yes,Yes,Yes,Average,6.57,Average
958,Smart Phone,82329440,Nokia,G300,2016-09-04,2021-03-06,2022-02-18,1993 days,No,No,Yes,Good,19.27,Good
959,Smart Phone,91346926,OnePlus,OnePlus 7,2019-06-17,2021-01-08,2022-02-18,977 days,No,Yes,No,Good,14.4,Good
960,Laptop,39636454,HP,Probook,2015-08-05,2021-03-24,2022-02-18,2389 days,No,No,Yes,Poor,3.76,Poor
961,Smart Phone,61481817,Apple,Iphone 7,2018-10-29,2021-05-07,2022-02-18,1208 days,No,Yes,No,Good,17.46,Good
962,Feature Phone,65078303,Samsung,5310,2014-11-23,2021-02-07,2022-02-18,2644 days,No,Yes,Yes,Good,12.72,Good
963,Laptop,12506705,Dell,Inspiron,2019-06-10,2021-07-19,2022-02-18,984 days,No,Yes,No,Good,18.12,Good
964,Feature Phone,78776319,Samsung,6300,2020-08-30,2021-04-30,2022-02-18,537 days,No,No,No,Average,6.29,Average
965,Laptop,49647402,Apple,ProBook,2019-04-14,2021-06-24,2022-02-18,1041 days,No,No,No,Poor,3.44,Poor
966,Feature Phone,66437666,Samsung,8000,2015-05-04,2021-06-23,2022-02-18,2482 days,No,No,No,Average,7.92,Average
967,Smart Phone,88933436,Nokia,X100,2016-10-19,2021-05-18,2022-02-18,1948 days,No,No,No,Average,7.3,Average
968,Feature Phone,75243579,Samsung,125,2020-05-06,2021-04-14,2022-02-18,653 days,No,No,No,Poor,2.98,Poor
969,Smart Phone,50622375,OnePlus,OnePlus 9R,2014-05-07,2021-02-04,2022-02-18,2844 days,No,No,No,Poor,4.6,Poor
970,Laptop,68912383,Lenovo,ThinkPad,2020-10-22,2021-04-20,2022-02-18,484 days,No,No,No,Poor,1.96,Poor
971,Smart Phone,63392463,Oppo,N1,2018-08-28,2021-06-25,2022-02-18,1270 days,No,Yes,No,Poor,2.14,Poor
972,Laptop,66759560,Lenovo,ThinkPad,2017-05-09,2021-05-20,2022-02-18,1746 days,Yes,No,Yes,Good,11.46,Good
973,Feature Phone,90534539,Samsung,6300,2015-01-29,2021-04-20,2022-02-18,2577 days,Yes,No,Yes,Poor,1.55,Poor
974,Feature Phone,05855469,Nokia,5310,2016-05-06,2021-04-15,2022-02-18,2114 days,No,Yes,No,Good,12.47,Good
975,Smart Phone,28965800,OnePlus,OnePlus 6T,2019-02-27,2021-04-15,2022-02-18,1087 days,No,Yes,No,Poor,3.94,Poor
976,Smart Phone,34315781,Nokia,X10,2015-08-16,2021-07-21,2022-02-18,2378 days,No,No,No,Good,18.77,Good
977,Smart Phone,86263375,Apple,Iphone 5,2019-12-02,2021-02-20,2022-02-18,809 days,No,Yes,No,Good,16.47,Good
978,Smart Phone,75875046,Samsung,Galaxy J7 duo,2019-07-08,2021-01-04,2022-02-18,956 days,No,No,No,Poor,2.7,Poor
979,Laptop,40806457,Apple,ProBook,2019-05-27,2021-06-03,2022-02-18,998 days,Yes,Yes,Yes,Average,8.17,Average
980,Smart Phone,68246761,Nokia,T20,2018-12-31,2021-01-04,2022-02-18,1145 days,No,No,Yes,Average,8.59,Average
981,Feature Phone,85252561,Nokia,215,2016-01-28,2021-02-12,2022-02-18,2213 days,Yes,No,Yes,Good,16.61,Good
982,Laptop,24769655,Dell,Inspiron,2015-02-08,2021-03-22,2022-02-18,2567 days,No,Yes,No,Poor,1.28,Poor
983,Feature Phone,23636101,Samsung,225,2015-08-11,2021-07-18,2022-02-18,2383 days,No,No,No,Good,12.55,Good
984,Laptop,20111403,Apple,ProBook,2016-04-28,2021-01-05,2022-02-18,2122 days,No,No,Yes,Average,9.2,Average
985,Smart Phone,96530009,Apple,Iphone 8,2016-01-06,2021-07-04,2022-02-18,2235 days,No,No,No,Poor,2.55,Poor
986,Feature Phone,79738910,Samsung,225,2019-12-24,2021-02-15,2022-02-18,787 days,Yes,No,Yes,Poor,4.41,Poor
987,Smart Phone,04564195,Samsung,Galaxy Note 9,2017-05-11,2021-06-26,2022-02-18,1744 days,No,Yes,No,Average,6.72,Average
988,Laptop,90852145,Lenovo,ThinkPad,2014-09-12,2021-05-03,2022-02-18,2716 days,No,Yes,No,Average,7.2,Average
989,Laptop,13998219,Dell,Vostro,2016-04-30,2021-01-08,2022-02-18,2120 days,No,Yes,No,Average,6.39,Average
990,Smart Phone,77699404,Apple,Iphone 5S,2014-05-08,2021-07-09,2022-02-18,2843 days,No,Yes,No,Good,12.47,Good
991,Laptop,49674897,Apple,MacBook,2014-04-15,2021-06-11,2022-02-18,2866 days,Yes,Yes,Yes,Good,12.35,Good
992,Laptop,74469215,Apple,ProBook,2018-08-09,2021-06-22,2022-02-18,1289 days,Yes,No,Yes,Good,19.29,Good
993,Laptop,23504585,Dell,Inspiron,2014-06-13,2021-06-03,2022-02-18,2807 days,No,No,No,Poor,1.5,Poor
994,Smart Phone,13825966,Samsung,Galaxy Note 9,2020-03-05,2021-06-24,2022-02-18,715 days,No,Yes,No,Average,7.93,Average
995,Smart Phone,28307037,OnePlus,OnePlus 7T,2019-11-02,2021-06-22,2022-02-18,839 days,No,No,Yes,Average,7.5,Average
996,Feature Phone,43243839,Samsung,6300,2019-03-10,2021-03-21,2022-02-18,1076 days,No,No,Yes,Poor,4.37,Poor
997,Laptop,58353745,HP,Pavilion,2014-08-17,2021-07-27,2022-02-18,2742 days,No,Yes,Yes,Poor,2.13,Poor
998,Smart Phone,41334775,Samsung,Galaxy S9,2017-10-07,2021-04-24,2022-02-18,1595 days,Yes,No,Yes,Average,6.72,Average
999,Smart Phone,52046834,Oppo,R1,2017-08-17,2021-05-21,2022-02-18,1646 days,No,Yes,No,Good,11.54,Good
1000,Feature Phone,79970877,Samsung,215,2020-03-19,2021-03-08,2022-02-18,701 days,No,Yes,No,Average,6.2,Average
1001,Smart Phone,49628449,OnePlus,OnePlus 6T,2016-06-07,2021-03-05,2022-02-18,2082 days,No,Yes,No,Poor,3.18,Poor
1002,Laptop,50444847,Apple,ProBook,2014-01-23,2021-06-21,2022-02-18,2948 days,No,Yes,No,Good,14.92,Good
1003,Smart Phone,92282667,Apple,Iphone 11,2019-01-26,2021-06-20,2022-02-18,1119 days,No,No,No,Good,17.62,Good
1004,Laptop,45243202,HP,Pavilion,2019-09-23,2021-08-02,2022-02-18,879 days,No,No,No,Good,14.3,Good
1005,Feature Phone,66765219,Samsung,6300,2015-02-02,2021-03-11,2022-02-18,2573 days,Yes,No,Yes,Average,8.7,Average
1006,Feature Phone,93720328,Nokia,125,2019-06-22,2021-04-11,2022-02-18,972 days,No,Yes,No,Average,9.9,Average
1007,Smart Phone,21676178,Nokia,G50,2014-04-13,2021-03-03,2022-02-18,2868 days,No,No,No,Average,6.8,Average
1008,Laptop,56093070,Dell,Vostro,2015-01-08,2021-05-20,2022-02-18,2598 days,No,Yes,No,Good,12.31,Good
1009,Feature Phone,72534885,Samsung,125,2019-06-15,2021-02-15,2022-02-18,979 days,No,Yes,No,Good,16.87,Good
1010,Smart Phone,23217010,Apple,Iphone 6S,2017-04-09,2021-05-20,2022-02-18,1776 days,No,Yes,No,Poor,1.81,Poor
1011,Laptop,38878220,HP,Pavilion,2018-06-17,2021-02-15,2022-02-18,1342 days,Yes,Yes,Yes,Average,6.61,Average
1012,Smart Phone,79653275,Blackberry,Torch,2016-10-01,2021-03-07,2022-02-18,1966 days,Yes,Yes,Yes,Poor,1.62,Poor
1013,Feature Phone,00815956,Nokia,5310,2016-05-04,2021-07-24,2022-02-18,2116 days,No,No,Yes,Good,11.5,Good
1014,Feature Phone,75366728,Samsung,215,2020-09-02,2021-06-30,2022-02-18,534 days,No,Yes,No,Good,17.5,Good
1015,Feature Phone,13403669,Samsung,125,2016-03-08,2021-02-27,2022-02-18,2173 days,No,No,No,Poor,3.9,Poor
1016,Feature Phone,00074216,Nokia,125,2017-01-17,2021-06-30,2022-02-18,1858 days,Yes,Yes,Yes,Average,6.14,Average
1017,Smart Phone,98064007,Nokia,X100,2018-11-11,2021-05-05,2022-02-18,1195 days,No,Yes,Yes,Poor,4.53,Poor
1018,Smart Phone,61312258,Apple,Iphone 5,2020-10-27,2021-06-24,2022-02-18,479 days,No,No,Yes,Good,15.74,Good
1019,Laptop,10941959,Dell,Vostro,2018-10-08,2021-01-08,2022-02-18,1229 days,No,No,Yes,Good,13.48,Good
1020,Feature Phone,79461498,Nokia,225,2016-08-16,2021-01-29,2022-02-18,2012 days,Yes,No,Yes,Good,17.99,Good
1021,Feature Phone,52837722,Nokia,6300,2019-01-29,2021-01-29,2022-02-18,1116 days,Yes,No,Yes,Poor,2.15,Poor
1022,Smart Phone,14330070,Oppo,Find 7,2020-06-27,2021-06-12,2022-02-18,601 days,No,No,No,Poor,3.54,Poor
1023,Feature Phone,58873960,Samsung,215,2017-09-18,2021-06-05,2022-02-18,1614 days,No,No,No,Average,9.75,Average
1024,Smart Phone,53279194,Apple,Iphone 6S,2016-11-17,2021-01-08,2022-02-18,1919 days,No,No,Yes,Average,6.57,Average
1025,Smart Phone,07546136,Oppo,Neo,2019-10-12,2021-06-03,2022-02-18,860 days,Yes,No,Yes,Poor,1.94,Poor
1026,Smart Phone,90432477,Apple,Iphone 6S,2014-12-20,2021-04-28,2022-02-18,2617 days,No,Yes,No,Average,6.2,Average
1027,Laptop,33394589,Apple,ProBook,2019-08-09,2021-07-18,2022-02-18,924 days,No,No,Yes,Good,15.97,Good
1028,Laptop,75021306,Apple,MacBook,2014-08-04,2021-05-15,2022-02-18,2755 days,No,No,No,Good,12.63,Good
1029,Feature Phone,94540314,Samsung,225,2017-03-02,2021-03-13,2022-02-18,1814 days,No,No,Yes,Poor,2.26,Poor
1030,Laptop,17716437,Dell,Inspiron,2020-07-11,2021-08-06,2022-02-18,587 days,No,Yes,No,Average,7.6,Average
1031,Smart Phone,28650751,Samsung,Galaxy A8s,2018-02-26,2021-03-05,2022-02-18,1453 days,Yes,No,Yes,Average,7.17,Average
1032,Feature Phone,13513658,Nokia,215,2015-09-01,2021-02-26,2022-02-18,2362 days,Yes,Yes,Yes,Poor,3.27,Poor
1033,Feature Phone,28550402,Nokia,125,2014-01-30,2021-04-26,2022-02-18,2941 days,No,No,No,Poor,3.32,Poor
1034,Smart Phone,90664380,Apple,Iphone 11,2020-12-05,2021-01-25,2022-02-18,440 days,Yes,Yes,Yes,Poor,2.31,Poor
1035,Smart Phone,99892425,Samsung,Galaxy A6,2017-04-26,2021-07-29,2022-02-18,1759 days,Yes,No,Yes,Poor,4.55,Poor
1036,Feature Phone,74629558,Nokia,5310,2014-04-16,2021-03-06,2022-02-18,2865 days,No,Yes,Yes,Average,7.65,Average
1037,Laptop,85936065,Dell,Vostro,2016-08-15,2021-01-18,2022-02-18,2013 days,Yes,No,Yes,Good,15.96,Good
1038,Laptop,82180874,Dell,Inspiron,2019-04-05,2021-01-05,2022-02-18,1050 days,No,Yes,Yes,Average,8.96,Average
1039,Laptop,52340598,HP,Pavilion,2020-07-19,2021-01-16,2022-02-18,579 days,Yes,Yes,Yes,Average,9.48,Average
1040,Smart Phone,46772190,Nokia,T20,2014-09-20,2021-01-28,2022-02-18,2708 days,No,Yes,Yes,Average,6.46,Average
1041,Feature Phone,72484401,Nokia,215,2018-03-28,2021-03-28,2022-02-18,1423 days,No,Yes,No,Poor,3.98,Poor
1042,Laptop,38442308,HP,EliteBook,2014-09-26,2021-04-25,2022-02-18,2702 days,Yes,Yes,Yes,Average,9.42,Average
1043,Laptop,26332178,HP,Probook,2020-11-13,2021-05-15,2022-02-18,462 days,Yes,No,Yes,Good,16.39,Good
1044,Feature Phone,67495931,Nokia,6300,2019-12-16,2021-02-26,2022-02-18,795 days,No,No,No,Average,8.2,Average
1045,Smart Phone,05044962,Nokia,X100,2015-02-11,2021-01-15,2022-02-18,2564 days,No,Yes,No,Average,6.71,Average
1046,Smart Phone,78924383,Apple,Iphone 8,2017-02-23,2021-08-04,2022-02-18,1821 days,Yes,No,Yes,Poor,4.62,Poor
1047,Feature Phone,38616136,Samsung,225,2015-05-22,2021-03-19,2022-02-18,2464 days,No,No,No,Poor,2.76,Poor
1048,Smart Phone,79105521,Apple,Iphone X,2019-03-04,2021-07-01,2022-02-18,1082 days,Yes,Yes,Yes,Good,16.86,Good
1049,Feature Phone,80735328,Samsung,6300,2018-07-10,2021-05-29,2022-02-18,1319 days,No,No,No,Good,18.1,Good
1050,Laptop,99769376,Apple,MacBook,2020-01-31,2021-07-09,2022-02-18,749 days,No,Yes,No,Average,8.7,Average
1051,Laptop,99767228,Apple,MacBook,2019-09-25,2021-03-17,2022-02-18,877 days,No,No,Yes,Poor,2.78,Poor
1052,Laptop,86967310,Dell,Inspiron,2014-12-28,2021-06-22,2022-02-18,2609 days,No,Yes,No,Poor,1.33,Poor
1053,Laptop,06181406,Lenovo,Ideapad,2019-12-09,2021-05-23,2022-02-18,802 days,Yes,Yes,Yes,Poor,3.28,Poor
1054,Laptop,85647114,Apple,MacBook,2015-03-13,2021-01-05,2022-02-18,2534 days,Yes,Yes,Yes,Poor,4.73,Poor
1055,Feature Phone,87883640,Samsung,215,2015-12-17,2021-07-16,2022-02-18,2255 days,Yes,Yes,Yes,Good,15.19,Good
1056,Laptop,10697078,HP,Probook,2020-07-26,2021-04-18,2022-02-18,572 days,No,No,No,Good,13.2,Good
